Question,Question_Subscale_or_Scale_Value,Avg_Aggregate_Description_Text_Response,Avg_Self_Comparison_Text_Response,Avg_Supervisor_Comparison_Text_Response,Avg_Subordinate_Comparison_Text_Response,Avg_Peer_Comparison_Text_Response,Coaching_Response
Democratic_Inc_Lead,1SD_Positive,Relative to the general population +1 SD Democratic_Inc_Lead.,Relative to the self-rating +1 SD Democratic_Inc_Lead.,Relative to the supervisor-rating +1 SD Democratic_Inc_Lead.,Relative to the subordinate ratings +1 SD Democratic_Inc_Lead.,Relative to the peer ratings +1 SD Democratic_Inc_Lead.,Coaching   +1 SD Democratic_Inc_Lead.
Democratic_Inc_Lead,2SD_Positive,Relative to the general population +2 SD Democratic_Inc_Lead.,Relative to the self-rating +2 SD Democratic_Inc_Lead.,Relative to the supervisor-rating +2 SD Democratic_Inc_Lead.,Relative to the subordinate ratings +2 SD Democratic_Inc_Lead.,Relative to the peer ratings +2 SD Democratic_Inc_Lead.,Coaching   +2 SD Democratic_Inc_Lead.
Democratic_Inc_Lead,3SD_Positive,Relative to the general population +3 SD Democratic_Inc_Lead.,Relative to the self-rating +3 SD Democratic_Inc_Lead.,Relative to the supervisor-rating +3 SD Democratic_Inc_Lead.,Relative to the subordinate ratings +3 SD Democratic_Inc_Lead.,Relative to the peer ratings +3 SD Democratic_Inc_Lead.,Coaching   +3 SD Democratic_Inc_Lead.
Servant_Lead,3SD_Negative,Relative to the general population -3 SD Servant_Lead.,Relative to the self-rating -3 SD Servant_Lead.,Relative to the supervisor-rating -3 SD Servant_Lead.,Relative to the subordinate ratings -3 SD Servant_Lead.,Relative to the peer ratings -3 SD Servant_Lead.,Coaching   -3 SD Servant_Lead.
Servant_Lead,2SD_Negative,Relative to the general population -2 SD Servant_Lead.,Relative to the self-rating -2 SD Servant_Lead.,Relative to the supervisor-rating -2 SD Servant_Lead.,Relative to the subordinate ratings -2 SD Servant_Lead.,Relative to the peer ratings -2 SD Servant_Lead.,Coaching   -2 SD Servant_Lead.
Servant_Lead,1SD_Negative,Relative to the general population -1 SD Servant_Lead.,Relative to the self-rating -1 SD Servant_Lead.,Relative to the supervisor-rating -1 SD Servant_Lead.,Relative to the subordinate ratings -1 SD Servant_Lead.,Relative to the peer ratings -1 SD Servant_Lead.,Coaching   -1 SD Servant_Lead.
Servant_Lead,Average,Relative to the general population Average Servant_Lead.,Relative to the self-rating Average Servant_Lead.,Relative to the supervisor-rating Average Servant_Lead.,Relative to the subordinate ratings Average Servant_Lead.,Relative to the peer ratings Average Servant_Lead.,Coaching  Average Servant_Lead.
Servant_Lead,1SD_Positive,Relative to the general population +1 SD Servant_Lead.,Relative to the self-rating +1 SD Servant_Lead.,Relative to the supervisor-rating +1 SD Servant_Lead.,Relative to the subordinate ratings +1 SD Servant_Lead.,Relative to the peer ratings +1 SD Servant_Lead.,Coaching   +1 SD Servant_Lead.
Servant_Lead,2SD_Positive,Relative to the general population +2 SD Servant_Lead.,Relative to the self-rating +2 SD Servant_Lead.,Relative to the supervisor-rating +2 SD Servant_Lead.,Relative to the subordinate ratings +2 SD Servant_Lead.,Relative to the peer ratings +2 SD Servant_Lead.,Coaching   +2 SD Servant_Lead.
Servant_Lead,3SD_Positive,Relative to the general population +3 SD Servant_Lead.,Relative to the self-rating +3 SD Servant_Lead.,Relative to the supervisor-rating +3 SD Servant_Lead.,Relative to the subordinate ratings +3 SD Servant_Lead.,Relative to the peer ratings +3 SD Servant_Lead.,Coaching   +3 SD Servant_Lead.
DEMOINC1,3SD_Negative,Relative to the general population -3 SD DEMOINC1.,Relative to the self-rating -3 SD DEMOINC1.,Relative to the supervisor-rating -3 SD DEMOINC1.,Relative to the subordinate ratings -3 SD DEMOINC1.,Relative to the peer ratings -3 SD DEMOINC1.,Coaching   -3 SD DEMOINC1.
DEMOINC1,2SD_Negative,Relative to the general population -2 SD DEMOINC1.,Relative to the self-rating -2 SD DEMOINC1.,Relative to the supervisor-rating -2 SD DEMOINC1.,Relative to the subordinate ratings -2 SD DEMOINC1.,Relative to the peer ratings -2 SD DEMOINC1.,Coaching   -2 SD DEMOINC1.
DEMOINC1,1SD_Negative,Relative to the general population -1 SD DEMOINC1.,Relative to the self-rating -1 SD DEMOINC1.,Relative to the supervisor-rating -1 SD DEMOINC1.,Relative to the subordinate ratings -1 SD DEMOINC1.,Relative to the peer ratings -1 SD DEMOINC1.,Coaching   -1 SD DEMOINC1.
DEMOINC1,Average,Relative to the general population Average DEMOINC1.,Relative to the self-rating Average DEMOINC1.,Relative to the supervisor-rating Average DEMOINC1.,Relative to the subordinate ratings Average DEMOINC1.,Relative to the peer ratings Average DEMOINC1.,Coaching  Average DEMOINC1.
DEMOINC1,1SD_Positive,Relative to the general population +1 SD DEMOINC1.,Relative to the self-rating +1 SD DEMOINC1.,Relative to the supervisor-rating +1 SD DEMOINC1.,Relative to the subordinate ratings +1 SD DEMOINC1.,Relative to the peer ratings +1 SD DEMOINC1.,Coaching   +1 SD DEMOINC1.
DEMOINC1,2SD_Positive,Relative to the general population +2 SD DEMOINC1.,Relative to the self-rating +2 SD DEMOINC1.,Relative to the supervisor-rating +2 SD DEMOINC1.,Relative to the subordinate ratings +2 SD DEMOINC1.,Relative to the peer ratings +2 SD DEMOINC1.,Coaching   +2 SD DEMOINC1.
DEMOINC1,3SD_Positive,Relative to the general population +3 SD DEMOINC1.,Relative to the self-rating +3 SD DEMOINC1.,Relative to the supervisor-rating +3 SD DEMOINC1.,Relative to the subordinate ratings +3 SD DEMOINC1.,Relative to the peer ratings +3 SD DEMOINC1.,Coaching   +3 SD DEMOINC1.
DEMOINC2,3SD_Negative,Relative to the general population -3 SD DEMOINC2.,Relative to the self-rating -3 SD DEMOINC2.,Relative to the supervisor-rating -3 SD DEMOINC2.,Relative to the subordinate ratings -3 SD DEMOINC2.,Relative to the peer ratings -3 SD DEMOINC2.,Coaching   -3 SD DEMOINC2.
DEMOINC2,2SD_Negative,Relative to the general population -2 SD DEMOINC2.,Relative to the self-rating -2 SD DEMOINC2.,Relative to the supervisor-rating -2 SD DEMOINC2.,Relative to the subordinate ratings -2 SD DEMOINC2.,Relative to the peer ratings -2 SD DEMOINC2.,Coaching   -2 SD DEMOINC2.
DEMOINC2,1SD_Negative,Relative to the general population -1 SD DEMOINC2.,Relative to the self-rating -1 SD DEMOINC2.,Relative to the supervisor-rating -1 SD DEMOINC2.,Relative to the subordinate ratings -1 SD DEMOINC2.,Relative to the peer ratings -1 SD DEMOINC2.,Coaching   -1 SD DEMOINC2.
DEMOINC2,Average,Relative to the general population Average DEMOINC2.,Relative to the self-rating Average DEMOINC2.,Relative to the supervisor-rating Average DEMOINC2.,Relative to the subordinate ratings Average DEMOINC2.,Relative to the peer ratings Average DEMOINC2.,Coaching  Average DEMOINC2.
DEMOINC2,1SD_Positive,Relative to the general population +1 SD DEMOINC2.,Relative to the self-rating +1 SD DEMOINC2.,Relative to the supervisor-rating +1 SD DEMOINC2.,Relative to the subordinate ratings +1 SD DEMOINC2.,Relative to the peer ratings +1 SD DEMOINC2.,Coaching   +1 SD DEMOINC2.
DEMOINC2,2SD_Positive,Relative to the general population +2 SD DEMOINC2.,Relative to the self-rating +2 SD DEMOINC2.,Relative to the supervisor-rating +2 SD DEMOINC2.,Relative to the subordinate ratings +2 SD DEMOINC2.,Relative to the peer ratings +2 SD DEMOINC2.,Coaching   +2 SD DEMOINC2.
DEMOINC2,3SD_Positive,Relative to the general population +3 SD DEMOINC2.,Relative to the self-rating +3 SD DEMOINC2.,Relative to the supervisor-rating +3 SD DEMOINC2.,Relative to the subordinate ratings +3 SD DEMOINC2.,Relative to the peer ratings +3 SD DEMOINC2.,Coaching   +3 SD DEMOINC2.
DEMOINC3,3SD_Negative,Relative to the general population -3 SD DEMOINC3.,Relative to the self-rating -3 SD DEMOINC3.,Relative to the supervisor-rating -3 SD DEMOINC3.,Relative to the subordinate ratings -3 SD DEMOINC3.,Relative to the peer ratings -3 SD DEMOINC3.,Coaching   -3 SD DEMOINC3.
DEMOINC3,2SD_Negative,Relative to the general population -2 SD DEMOINC3.,Relative to the self-rating -2 SD DEMOINC3.,Relative to the supervisor-rating -2 SD DEMOINC3.,Relative to the subordinate ratings -2 SD DEMOINC3.,Relative to the peer ratings -2 SD DEMOINC3.,Coaching   -2 SD DEMOINC3.
DEMOINC3,1SD_Negative,Relative to the general population -1 SD DEMOINC3.,Relative to the self-rating -1 SD DEMOINC3.,Relative to the supervisor-rating -1 SD DEMOINC3.,Relative to the subordinate ratings -1 SD DEMOINC3.,Relative to the peer ratings -1 SD DEMOINC3.,Coaching   -1 SD DEMOINC3.
DEMOINC3,Average,Relative to the general population Average DEMOINC3.,Relative to the self-rating Average DEMOINC3.,Relative to the supervisor-rating Average DEMOINC3.,Relative to the subordinate ratings Average DEMOINC3.,Relative to the peer ratings Average DEMOINC3.,Coaching  Average DEMOINC3.
DEMOINC3,1SD_Positive,Relative to the general population +1 SD DEMOINC3.,Relative to the self-rating +1 SD DEMOINC3.,Relative to the supervisor-rating +1 SD DEMOINC3.,Relative to the subordinate ratings +1 SD DEMOINC3.,Relative to the peer ratings +1 SD DEMOINC3.,Coaching   +1 SD DEMOINC3.
DEMOINC3,2SD_Positive,Relative to the general population +2 SD DEMOINC3.,Relative to the self-rating +2 SD DEMOINC3.,Relative to the supervisor-rating +2 SD DEMOINC3.,Relative to the subordinate ratings +2 SD DEMOINC3.,Relative to the peer ratings +2 SD DEMOINC3.,Coaching   +2 SD DEMOINC3.
DEMOINC3,3SD_Positive,Relative to the general population +3 SD DEMOINC3.,Relative to the self-rating +3 SD DEMOINC3.,Relative to the supervisor-rating +3 SD DEMOINC3.,Relative to the subordinate ratings +3 SD DEMOINC3.,Relative to the peer ratings +3 SD DEMOINC3.,Coaching   +3 SD DEMOINC3.
DEMOINC4,3SD_Negative,Relative to the general population -3 SD DEMOINC4.,Relative to the self-rating -3 SD DEMOINC4.,Relative to the supervisor-rating -3 SD DEMOINC4.,Relative to the subordinate ratings -3 SD DEMOINC4.,Relative to the peer ratings -3 SD DEMOINC4.,Coaching   -3 SD DEMOINC4.
DEMOINC4,2SD_Negative,Relative to the general population -2 SD DEMOINC4.,Relative to the self-rating -2 SD DEMOINC4.,Relative to the supervisor-rating -2 SD DEMOINC4.,Relative to the subordinate ratings -2 SD DEMOINC4.,Relative to the peer ratings -2 SD DEMOINC4.,Coaching   -2 SD DEMOINC4.
DEMOINC4,1SD_Negative,Relative to the general population -1 SD DEMOINC4.,Relative to the self-rating -1 SD DEMOINC4.,Relative to the supervisor-rating -1 SD DEMOINC4.,Relative to the subordinate ratings -1 SD DEMOINC4.,Relative to the peer ratings -1 SD DEMOINC4.,Coaching   -1 SD DEMOINC4.
DEMOINC4,Average,Relative to the general population Average DEMOINC4.,Relative to the self-rating Average DEMOINC4.,Relative to the supervisor-rating Average DEMOINC4.,Relative to the subordinate ratings Average DEMOINC4.,Relative to the peer ratings Average DEMOINC4.,Coaching  Average DEMOINC4.
DEMOINC4,1SD_Positive,Relative to the general population +1 SD DEMOINC4.,Relative to the self-rating +1 SD DEMOINC4.,Relative to the supervisor-rating +1 SD DEMOINC4.,Relative to the subordinate ratings +1 SD DEMOINC4.,Relative to the peer ratings +1 SD DEMOINC4.,Coaching   +1 SD DEMOINC4.
DEMOINC4,2SD_Positive,Relative to the general population +2 SD DEMOINC4.,Relative to the self-rating +2 SD DEMOINC4.,Relative to the supervisor-rating +2 SD DEMOINC4.,Relative to the subordinate ratings +2 SD DEMOINC4.,Relative to the peer ratings +2 SD DEMOINC4.,Coaching   +2 SD DEMOINC4.
DEMOINC4,3SD_Positive,Relative to the general population +3 SD DEMOINC4.,Relative to the self-rating +3 SD DEMOINC4.,Relative to the supervisor-rating +3 SD DEMOINC4.,Relative to the subordinate ratings +3 SD DEMOINC4.,Relative to the peer ratings +3 SD DEMOINC4.,Coaching   +3 SD DEMOINC4.
DEMOINC5,3SD_Negative,Relative to the general population -3 SD DEMOINC5.,Relative to the self-rating -3 SD DEMOINC5.,Relative to the supervisor-rating -3 SD DEMOINC5.,Relative to the subordinate ratings -3 SD DEMOINC5.,Relative to the peer ratings -3 SD DEMOINC5.,Coaching   -3 SD DEMOINC5.
DEMOINC5,2SD_Negative,Relative to the general population -2 SD DEMOINC5.,Relative to the self-rating -2 SD DEMOINC5.,Relative to the supervisor-rating -2 SD DEMOINC5.,Relative to the subordinate ratings -2 SD DEMOINC5.,Relative to the peer ratings -2 SD DEMOINC5.,Coaching   -2 SD DEMOINC5.
DEMOINC5,1SD_Negative,Relative to the general population -1 SD DEMOINC5.,Relative to the self-rating -1 SD DEMOINC5.,Relative to the supervisor-rating -1 SD DEMOINC5.,Relative to the subordinate ratings -1 SD DEMOINC5.,Relative to the peer ratings -1 SD DEMOINC5.,Coaching   -1 SD DEMOINC5.
DEMOINC5,Average,Relative to the general population Average DEMOINC5.,Relative to the self-rating Average DEMOINC5.,Relative to the supervisor-rating Average DEMOINC5.,Relative to the subordinate ratings Average DEMOINC5.,Relative to the peer ratings Average DEMOINC5.,Coaching  Average DEMOINC5.
DEMOINC5,1SD_Positive,Relative to the general population +1 SD DEMOINC5.,Relative to the self-rating +1 SD DEMOINC5.,Relative to the supervisor-rating +1 SD DEMOINC5.,Relative to the subordinate ratings +1 SD DEMOINC5.,Relative to the peer ratings +1 SD DEMOINC5.,Coaching   +1 SD DEMOINC5.
DEMOINC5,2SD_Positive,Relative to the general population +2 SD DEMOINC5.,Relative to the self-rating +2 SD DEMOINC5.,Relative to the supervisor-rating +2 SD DEMOINC5.,Relative to the subordinate ratings +2 SD DEMOINC5.,Relative to the peer ratings +2 SD DEMOINC5.,Coaching   +2 SD DEMOINC5.
DEMOINC5,3SD_Positive,Relative to the general population +3 SD DEMOINC5.,Relative to the self-rating +3 SD DEMOINC5.,Relative to the supervisor-rating +3 SD DEMOINC5.,Relative to the subordinate ratings +3 SD DEMOINC5.,Relative to the peer ratings +3 SD DEMOINC5.,Coaching   +3 SD DEMOINC5.
DEMOINC6,3SD_Negative,Relative to the general population -3 SD DEMOINC6.,Relative to the self-rating -3 SD DEMOINC6.,Relative to the supervisor-rating -3 SD DEMOINC6.,Relative to the subordinate ratings -3 SD DEMOINC6.,Relative to the peer ratings -3 SD DEMOINC6.,Coaching   -3 SD DEMOINC6.
DEMOINC6,2SD_Negative,Relative to the general population -2 SD DEMOINC6.,Relative to the self-rating -2 SD DEMOINC6.,Relative to the supervisor-rating -2 SD DEMOINC6.,Relative to the subordinate ratings -2 SD DEMOINC6.,Relative to the peer ratings -2 SD DEMOINC6.,Coaching   -2 SD DEMOINC6.
DEMOINC6,1SD_Negative,Relative to the general population -1 SD DEMOINC6.,Relative to the self-rating -1 SD DEMOINC6.,Relative to the supervisor-rating -1 SD DEMOINC6.,Relative to the subordinate ratings -1 SD DEMOINC6.,Relative to the peer ratings -1 SD DEMOINC6.,Coaching   -1 SD DEMOINC6.
DEMOINC6,Average,Relative to the general population Average DEMOINC6.,Relative to the self-rating Average DEMOINC6.,Relative to the supervisor-rating Average DEMOINC6.,Relative to the subordinate ratings Average DEMOINC6.,Relative to the peer ratings Average DEMOINC6.,Coaching  Average DEMOINC6.
DEMOINC6,1SD_Positive,Relative to the general population +1 SD DEMOINC6.,Relative to the self-rating +1 SD DEMOINC6.,Relative to the supervisor-rating +1 SD DEMOINC6.,Relative to the subordinate ratings +1 SD DEMOINC6.,Relative to the peer ratings +1 SD DEMOINC6.,Coaching   +1 SD DEMOINC6.
DEMOINC6,2SD_Positive,Relative to the general population +2 SD DEMOINC6.,Relative to the self-rating +2 SD DEMOINC6.,Relative to the supervisor-rating +2 SD DEMOINC6.,Relative to the subordinate ratings +2 SD DEMOINC6.,Relative to the peer ratings +2 SD DEMOINC6.,Coaching   +2 SD DEMOINC6.
DEMOINC6,3SD_Positive,Relative to the general population +3 SD DEMOINC6.,Relative to the self-rating +3 SD DEMOINC6.,Relative to the supervisor-rating +3 SD DEMOINC6.,Relative to the subordinate ratings +3 SD DEMOINC6.,Relative to the peer ratings +3 SD DEMOINC6.,Coaching   +3 SD DEMOINC6.
FAULT1,3SD_Negative,Relative to the general population -3 SD FAULT1.,Relative to the self-rating -3 SD FAULT1.,Relative to the supervisor-rating -3 SD FAULT1.,Relative to the subordinate ratings -3 SD FAULT1.,Relative to the peer ratings -3 SD FAULT1.,Coaching   -3 SD FAULT1.
FAULT1,2SD_Negative,Relative to the general population -2 SD FAULT1.,Relative to the self-rating -2 SD FAULT1.,Relative to the supervisor-rating -2 SD FAULT1.,Relative to the subordinate ratings -2 SD FAULT1.,Relative to the peer ratings -2 SD FAULT1.,Coaching   -2 SD FAULT1.
FAULT1,1SD_Negative,Relative to the general population -1 SD FAULT1.,Relative to the self-rating -1 SD FAULT1.,Relative to the supervisor-rating -1 SD FAULT1.,Relative to the subordinate ratings -1 SD FAULT1.,Relative to the peer ratings -1 SD FAULT1.,Coaching   -1 SD FAULT1.
FAULT1,Average,Relative to the general population Average FAULT1.,Relative to the self-rating Average FAULT1.,Relative to the supervisor-rating Average FAULT1.,Relative to the subordinate ratings Average FAULT1.,Relative to the peer ratings Average FAULT1.,Coaching  Average FAULT1.
